timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1661285778631,3681,Checkout,200,OK,Thread Group 1-30,text,true,,277,208,50,50,http://localhost:6060/checkout,3681,0,0
1661285781796,516,Home page,200,OK,Thread Group 1-48,text,true,,239,116,50,50,http://localhost:6060/,516,0,0
1661285781319,1029,Home page,200,OK,Thread Group 1-35,text,true,,239,116,50,50,http://localhost:6060/,1029,0,0
1661285781183,1168,Login,200,OK,Thread Group 1-50,text,true,,291,205,50,50,http://localhost:6060/login,1168,0,0
1661285779355,3051,Checkout,200,OK,Thread Group 1-8,text,true,,277,208,50,50,http://localhost:6060/checkout,3051,0,0
1661285780788,1694,Add item to cart,200,OK,Thread Group 1-2,text,true,,282,209,50,50,http://localhost:6060/cart/item,1694,0,0
1661285781245,1247,Home page,200,OK,Thread Group 1-37,text,true,,239,116,50,50,http://localhost:6060/,1247,0,0
1661285781425,1109,Home page,200,OK,Thread Group 1-10,text,true,,239,116,50,50,http://localhost:6060/,1109,0,0
1661285781685,892,Home page,200,OK,Thread Group 1-41,text,true,,239,116,50,50,http://localhost:6060/,892,0,1
1661285781399,1207,Add item to cart,200,OK,Thread Group 1-7,text,true,,282,209,50,50,http://localhost:6060/cart/item,1207,0,0
